,xycoordinate,descrption,details,grade,timestamp,player_id,teamid,home_teamid,away_teamid,name,home_score,away_score,block,attack_combo,match_id,start_coordinate,mid_coordinate,end_coordinate,set_number,net_let,dig_details,start_zone,start_subzone
272,5A,serve,jump_float,-,1674,-8333,959,959,4683,Nina Betschart,20,22,,,104007,0813,,8671,2,,,5.0,A
273,5A,reception,middle,+,1675,-126559,4683,959,4683,April Ross,20,22,,,104007,0813,,8671,2,,,5.0,A
274,8C,set,~,#,1677,-126558,4683,959,4683,Alexandra Klineman,20,22,,,104007,3146,,,2,,,8.0,C
275,5C,attack,hard,#,1678,-126559,4683,959,4683,April Ross,20,22,line,X1,104007,4815,,8183,2,,,5.0,C
277,,point,,,,,4683,959,4683,,00,01,,,104007,,,,2,,,,
278,6A,serve,jump_float,-,1700,-126559,4683,959,4683,April Ross,00,01,,,104007,0285,,8446,2,,,6.0,A
279,6A,reception,middle,+,1702,-8333,959,959,4683,Nina Betschart,00,01,,,104007,0285,,8446,2,,,6.0,A
280,3A,set,~,#,1703,-8334,959,959,4683,Tanja Huberli,00,01,,,104007,4157,,,2,,,3.0,A
281,7D,attack,shot,=,1705,-8333,959,959,4683,Nina Betschart,00,01,jump_angle,X5,104007,4885,,7497,2,,,7.0,D
283,,point,,,,,4683,959,4683,,00,02,,,104007,,,,2,,,,
284,6A,serve,jump_float,-,1729,-126559,4683,959,4683,April Ross,00,02,,,104007,0284,,8541,2,,,6.0,A
285,6A,reception,left,+,1730,-8333,959,959,4683,Nina Betschart,00,02,,,104007,0284,,8541,2,,,6.0,A
286,3D,set,~,#,1732,-8334,959,959,4683,Tanja Huberli,00,02,,,104007,3850,,,2,,,3.0,D
287,6D,attack,hard,#,1733,-8333,959,959,4683,Nina Betschart,00,02,jump_angle,X4,104007,4869,,8855,2,,,6.0,D
289,,point,,,,,959,959,4683,,01,02,,,104007,,,,2,,,,
290,5A,serve,standing_float_near,+,1753,-8334,959,959,4683,Tanja Huberli,01,02,,,104007,0568,,8869,2,,,5.0,A
291,5A,reception,middle,-,1754,-126559,4683,959,4683,April Ross,01,02,,,104007,0568,,8869,2,,,5.0,A
292,6D,set,~,#,1755,-126558,4683,959,4683,Alexandra Klineman,01,02,,,104007,1148,,,2,,,6.0,D
293,1C,attack,hard,-,1757,-126559,4683,959,4683,April Ross,01,02,peel,V1,104007,4618,,8024,2,,,1.0,C
294,,dig,,#,1758,-8334,959,959,4683,Tanja Huberli,01,02,,,104007,4618,,8024,2,,on_spike,,
295,3D,set,~,#,1759,-8333,959,959,4683,Nina Betschart,01,02,,,104007,4141,,,2,,,3.0,D
296,5B,attack,hard,-,1761,-8334,959,959,4683,Tanja Huberli,01,02,peel,J3,104007,3855,,8175,2,,,5.0,B
297,,dig,,+,1761,-126558,4683,959,4683,Alexandra Klineman,01,02,,,104007,3855,,8175,2,,on_spike,,
298,6A,set,~,-,1762,-126559,4683,959,4683,April Ross,01,02,,,104007,1452,,,2,,,6.0,A
299,1C,attack,pokey,-,1764,-126558,4683,959,4683,Alexandra Klineman,01,02,jump_angle,V3,104007,4849,,7936,2,,,1.0,C
300,,dig,,#,1765,-8333,959,959,4683,Nina Betschart,01,02,,,104007,4849,,7936,2,,emergency,,
301,8D,set,~,#,1766,-8334,959,959,4683,Tanja Huberli,01,02,,,104007,2844,,,2,,,8.0,D
302,6D,attack,shot,#,1768,-8333,959,959,4683,Nina Betschart,01,02,line,J4,104007,4067,,8958,2,,,6.0,D
304,,point,,,,,959,959,4683,,02,02,,,104007,,,,2,,,,
305,3C,serve,standing_float_near,=,1792,-8334,959,959,4683,Tanja Huberli,02,02,,,104007,0568,,5261,2,let,,3.0,C
307,,point,,,,,4683,959,4683,,02,03,,,104007,,,,2,,,,
308,6D,serve,jump_float,+,1811,-126558,4683,959,4683,Alexandra Klineman,02,03,,,104007,0729,,8456,2,,,6.0,D
309,6D,reception,left,-,1811,-8333,959,959,4683,Nina Betschart,02,03,,,104007,0729,,8456,2,,,6.0,D
310,6C,set,~,-,1813,-8334,959,959,4683,Tanja Huberli,02,03,,,104007,2048,,,2,,,6.0,C
311,6D,attack,pokey,-,1815,-8333,959,959,4683,Nina Betschart,02,03,jump_line,V5,104007,4885,,8463,2,,,6.0,D
312,,dig,,#,1816,-126559,4683,959,4683,April Ross,02,03,,,104007,4885,,8463,2,,on_spike,,
313,4B,set,~,#,1817,-126558,4683,959,4683,Alexandra Klineman,02,03,,,104007,4334,,,2,,,4.0,B
314,1B,attack,shot,=,1819,-126559,4683,959,4683,April Ross,02,03,line,X3,104007,4850,,8005,2,,,1.0,B
316,,point,,,,,959,959,4683,,03,03,,,104007,,,,2,,,,
317,3D,serve,jump_float,-,1838,-8333,959,959,4683,Nina Betschart,03,03,,,104007,0813,,6259,2,,,3.0,D
318,3D,reception,low,#,1840,-126559,4683,959,4683,April Ross,03,03,,,104007,0813,,6259,2,,,3.0,D
319,6C,attack,hard,-,1841,-126558,4683,959,4683,Alexandra Klineman,03,03,angle,C3,104007,4759,,7952,2,let,,6.0,C
320,,dig,,+,1842,-8333,959,959,4683,Nina Betschart,03,03,,,104007,4759,,7952,2,,,,
321,8A,set,~,#,1843,-8334,959,959,4683,Tanja Huberli,03,03,,,104007,2851,,,2,,,8.0,A
322,5A,attack,hard,-,1845,-8333,959,959,4683,Nina Betschart,03,03,line,V2,104007,4832,,8370,2,let,,5.0,A
323,,dig,,#,1845,-126559,4683,959,4683,April Ross,03,03,,,104007,4832,,8370,2,,,,
324,3D,set,~,#,1847,-126558,4683,959,4683,Alexandra Klineman,03,03,,,104007,3849,,,2,,,3.0,D
325,1A,attack,hard,#,1849,-126559,4683,959,4683,April Ross,03,03,jump_angle,X1,104007,4815,,8517,2,,,1.0,A
327,,point,,,,,4683,959,4683,,03,04,,,104007,,,,2,,,,
328,6A,serve,jump_float,-,1883,-126559,4683,959,4683,April Ross,03,04,,,104007,0448,,8545,2,,,6.0,A
329,6A,reception,left,#,1884,-8333,959,959,4683,Nina Betschart,03,04,,,104007,0448,,8545,2,,,6.0,A
330,3B,set,~,#,1886,-8334,959,959,4683,Tanja Huberli,03,04,,,104007,4654,,,2,,,3.0,B
331,9C,attack,shot,-,1888,-8333,959,959,4683,Nina Betschart,03,04,line,X4,104007,4869,,6527,2,,,9.0,C
332,,dig,,+,1888,-126559,4683,959,4683,April Ross,03,04,,,104007,4869,,6527,2,,emergency,,
333,3D,set,~,#,1889,-126558,4683,959,4683,Alexandra Klineman,03,04,,,104007,4243,,,2,,,3.0,D
334,5D,attack,hard,#,1891,-126559,4683,959,4683,April Ross,03,04,peel,J4,104007,4067,,8687,2,,,5.0,D
336,,point,,,,,4683,959,4683,,03,05,,,104007,,,,2,,,,
337,6A,serve,jump_float,!,1915,-126559,4683,959,4683,April Ross,03,05,,,104007,0546,,8440,2,,,6.0,A
338,6A,reception,middle,!,1916,-8333,959,959,4683,Nina Betschart,03,05,,,104007,0546,,8440,2,,,6.0,A
339,8B,set,~,#,1917,-8334,959,959,4683,Tanja Huberli,03,05,,,104007,3657,,,2,,,8.0,B
340,1B,attack,hard,#,1918,-8333,959,959,4683,Nina Betschart,03,05,line,X4,104007,4869,,7912,2,,,1.0,B
342,,point,,,,,959,959,4683,,04,05,,,104007,,,,2,,,,
343,5A,serve,standing_float_near,!,1937,-8334,959,959,4683,Tanja Huberli,04,05,,,104007,0954,,8465,2,,,5.0,A
344,5A,reception,middle,!,1938,-126559,4683,959,4683,April Ross,04,05,,,104007,0954,,8465,2,,,5.0,A
345,2C,set,~,-,1940,-126558,4683,959,4683,Alexandra Klineman,04,05,,,104007,4665,,,2,,,2.0,C
346,5C,attack,hard,/,1941,-126559,4683,959,4683,April Ross,04,05,angle,X1,104007,4522,,7883,2,,,5.0,C
347,,block,,#,1942,-8334,959,959,4683,Tanja Huberli,04,05,,,104007,5061,,,2,,,,
348,,point,,,,,959,959,4683,,05,05,,,104007,,,,2,,,,
349,6D,serve,standing_float_near,!,1960,-8334,959,959,4683,Tanja Huberli,05,05,,,104007,0954,,8460,2,,,6.0,D
350,6D,reception,middle,!,1961,-126559,4683,959,4683,April Ross,05,05,,,104007,0954,,8460,2,,,6.0,D
351,8C,set,~,#,1962,-126558,4683,959,4683,Alexandra Klineman,05,05,,,104007,3146,,,2,,,8.0,C
352,9A,attack,shot,#,1964,-126559,4683,959,4683,April Ross,05,05,line,V4,104007,4868,,7321,2,,,9.0,A
354,,point,,,,,4683,959,4683,,05,06,,,104007,,,,2,,,,
355,1D,serve,jump_float,=,1984,-126558,4683,959,4683,Alexandra Klineman,05,06,,,104007,0926,,9728,2,,,1.0,D
357,,point,,,,,959,959,4683,,06,06,,,104007,,,,2,,,,
358,5A,serve,jump_float,-,2003,-8333,959,959,4683,Nina Betschart,06,06,,,104007,0926,,8377,2,,,5.0,A
359,5A,reception,middle,+,2004,-126559,4683,959,4683,April Ross,06,06,,,104007,0926,,8377,2,,,5.0,A
360,3C,set,~,#,2005,-126558,4683,959,4683,Alexandra Klineman,06,06,,,104007,4537,,,2,,,3.0,C
361,4A,attack,shot,#,2007,-126559,4683,959,4683,April Ross,06,06,jump_angle,X2,104007,4832,,5874,2,,,4.0,A
363,,point,,,,,4683,959,4683,,06,07,,,104007,,,,2,,,,
364,5D,serve,jump_float,-,2029,-126559,4683,959,4683,April Ross,06,07,,,104007,0447,,8483,2,,,5.0,D
365,5D,reception,left,#,2030,-8334,959,959,4683,Tanja Huberli,06,07,,,104007,0447,,8483,2,,,5.0,D
366,3C,set,~,#,2031,-8333,959,959,4683,Nina Betschart,06,07,,,104007,4745,,,2,,,3.0,C
367,1A,attack,shot,=,2033,-8334,959,959,4683,Tanja Huberli,06,07,line,X1,104007,4621,,9402,2,,,1.0,A
369,,point,,,,,4683,959,4683,,06,08,,,104007,,,,2,,,,
370,6D,serve,jump_float,+,2101,-126559,4683,959,4683,April Ross,06,08,,,104007,0352,,8554,2,,,6.0,D
371,6D,reception,left,-,2102,-8333,959,959,4683,Nina Betschart,06,08,,,104007,0352,,8554,2,,,6.0,D
372,6D,set,~,-,2104,-8334,959,959,4683,Tanja Huberli,06,08,,,104007,1147,,,2,,,6.0,D
373,1D,attack,hard,-,2106,-8333,959,959,4683,Nina Betschart,06,08,line,V3,104007,4353,,8632,2,let,,1.0,D
374,,dig,,#,2106,-126559,4683,959,4683,April Ross,06,08,,,104007,4353,,8632,2,,on_spike,,
375,3D,set,~,#,2108,-126558,4683,959,4683,Alexandra Klineman,06,08,,,104007,4050,,,2,,,3.0,D
376,6A,attack,hard,-,2110,-126559,4683,959,4683,April Ross,06,08,peel,J4,104007,4067,,8749,2,let,,6.0,A
377,,dig,,+,2110,-8333,959,959,4683,Nina Betschart,06,08,,,104007,4067,,8749,2,,on_spike,,
378,6B,set,~,#,2112,-8334,959,959,4683,Tanja Huberli,06,08,,,104007,2057,,,2,,,6.0,B
379,5B,attack,shot,-,2114,-8333,959,959,4683,Nina Betschart,06,08,peel,J1,104007,3318,,8074,2,,,5.0,B
380,,dig,,#,2115,-126559,4683,959,4683,April Ross,06,08,,,104007,3318,,8074,2,,after_block,,
381,3B,set,~,-,2116,-126558,4683,959,4683,Alexandra Klineman,06,08,,,104007,4655,,,2,,,3.0,B
382,8D,attack,pokey,#,2118,-126559,4683,959,4683,April Ross,06,08,line,X1,104007,4815,,7459,2,,,8.0,D
383,,block,,=,2118,-8334,959,959,4683,Tanja Huberli,06,08,,,104007,,,,2,,,,
384,,point,,,,,4683,959,4683,,06,09,,,104007,,,,2,,,,
385,6D,serve,jump_float,+,2213,-126559,4683,959,4683,April Ross,06,09,,,104007,0168,,8751,2,,,6.0,D
386,6D,reception,left,-,2214,-8333,959,959,4683,Nina Betschart,06,09,,,104007,0168,,8751,2,,,6.0,D
387,7D,set,~,#,2216,-8334,959,959,4683,Tanja Huberli,06,09,,,104007,2813,,,2,,,7.0,D
388,2B,attack,pokey,#,2217,-8333,959,959,4683,Nina Betschart,06,09,line,V2,104007,4832,,5514,2,,,2.0,B
390,,point,,,,,959,959,4683,,07,09,,,104007,,,,2,,,,
391,1C,serve,standing_float_near,-,2236,-8334,959,959,4683,Tanja Huberli,07,09,,,104007,0946,,8232,2,,,1.0,C
392,1C,reception,right,#,2237,-126558,4683,959,4683,Alexandra Klineman,07,09,,,104007,0946,,8232,2,,,1.0,C
393,9A,attack,pokey,#,2238,-126559,4683,959,4683,April Ross,07,09,peel,C3,104007,4850,,7617,2,,,9.0,A
395,,point,,,,,4683,959,4683,,07,10,,,104007,,,,2,,,,
396,1A,serve,jump_float,-,2258,-126558,4683,959,4683,Alexandra Klineman,07,10,,,104007,0915,,8422,2,,,1.0,A
397,1A,reception,right,+,2259,-8333,959,959,4683,Nina Betschart,07,10,,,104007,0915,,8422,2,,,1.0,A
398,8A,set,~,#,2261,-8334,959,959,4683,Tanja Huberli,07,10,,,104007,3054,,,2,,,8.0,A
399,7D,attack,shot,+,2262,-8333,959,959,4683,Nina Betschart,07,10,line,X4,104007,4869,,7577,2,,,7.0,D
400,,block,,-,2263,-126558,4683,959,4683,Alexandra Klineman,07,10,,,104007,4829,,,2,,,,
401,,free_ball,,!,2264,-8334,959,959,4683,Tanja Huberli,07,10,,,104007,4345,,,2,,,,
402,8D,set,~,#,2265,-8333,959,959,4683,Nina Betschart,07,10,,,104007,2444,,,2,,,8.0,D
403,6D,attack,hard,#,2267,-8334,959,959,4683,Tanja Huberli,07,10,line,J1,104007,3913,,9653,2,,,6.0,D
404,,block,,=,2267,-126558,4683,959,4683,Alexandra Klineman,07,10,,,104007,4879,,,2,,,,
405,,point,,,,,959,959,4683,,08,10,,,104007,,,,2,,,,
406,1C,serve,jump_float,-,2363,-8333,959,959,4683,Nina Betschart,08,10,,,104007,0954,,8228,2,,,1.0,C
407,1C,reception,right,#,2364,-126558,4683,959,4683,Alexandra Klineman,08,10,,,104007,0954,,8228,2,,,1.0,C
408,3B,set,~,-,2366,-126559,4683,959,4683,April Ross,08,10,,,104007,4752,,,2,,,3.0,B
409,7C,attack,pokey,+,2367,-126558,4683,959,4683,Alexandra Klineman,08,10,line,X5,104007,4885,,6585,2,,,7.0,C
410,,block,,-,2367,-8334,959,959,4683,Tanja Huberli,08,10,,,104007,4716,,,2,,,,
411,,free_ball,,!,2368,-126558,4683,959,4683,Alexandra Klineman,08,10,,,104007,4774,,,2,,,,
412,3B,set,~,#,2370,-126559,4683,959,4683,April Ross,08,10,,,104007,4360,,,2,,,3.0,B
